id,out_of_range,quality_grade,captive_cultivated,latitude,longitude,positional_accuracy,coordinates_obscured,scientific_name,iconic_taxon_name
11154489,,research,false,-34.0194,23.8996,1,false,Tauraco corythaix corythaix,Aves
11156123,,research,false,-33.9647,22.5965,1,false,Tauraco corythaix corythaix,Aves
11171132,,research,false,-33.9435416667,22.4609483333,1,false,Tauraco corythaix corythaix,Aves
11173959,,research,false,-33.9431083333,22.461295,1,false,Tauraco corythaix corythaix,Aves
11195392,,research,false,-33.93668,22.44362,1,false,Tauraco corythaix corythaix,Aves
11210815,,research,false,-33.97543,23.55778,1,false,Tauraco corythaix corythaix,Aves
11226432,,research,false,-30.389,30.6775,1,false,Tauraco corythaix corythaix,Aves
11259662,,research,false,-32.5994,26.9375,1,false,Tauraco corythaix corythaix,Aves
11259718,,research,false,-33.98737,22.60649,1,false,Tauraco corythaix corythaix,Aves
11317499,,research,false,-33.939908,22.476879,1,false,Tauraco corythaix corythaix,Aves
11330044,,research,false,-33.9704,23.5632,1,false,Tauraco corythaix corythaix,Aves
12154516,false,research,false,-24.9220241137,30.8218002319,488,false,Tauraco corythaix,Aves
12194630,,research,false,-33.9444833333,22.4632216667,,false,Tauraco corythaix corythaix,Aves
13138398,,research,false,-33.999283,25.552677,219,false,Tauraco corythaix corythaix,Aves
14207787,,research,false,-33.9904985746,22.6088554093,15,false,Tauraco corythaix corythaix,Aves
15039963,,research,false,-33.9642474,23.4834152,194,false,Tauraco corythaix corythaix,Aves
