id,out_of_range,quality_grade,captive_cultivated,latitude,longitude,positional_accuracy,coordinates_obscured,scientific_name,iconic_taxon_name
25803,false,research,false,-24.486698,15.8011445,,false,Eupodotis rueppelii,Aves
25808,false,research,false,-24.7409509163,15.2888059616,,false,Passer melanurus,Aves
25816,false,research,false,-23.1656136633,16.6882324219,,false,Philetairus socius,Aves
25827,false,research,false,-21.7363132235,21.6647788882,,false,Bradornis mariquensis,Aves
25828,false,research,false,-21.7363132235,21.6647788882,,false,Emberiza flaviventris,Aves
25829,false,research,false,-21.7363132235,21.6647788882,,false,Quelea quelea,Aves
25830,false,research,false,-21.7363132235,21.6647788882,,false,Laniarius atrococcineus,Aves
25831,false,research,false,-21.7363132235,21.6647788882,,false,Melaniparus cinerascens,Aves
25832,false,research,false,-21.7363132235,21.6647788882,,false,Sylvia subcaerulea,Aves
25833,true,research,false,-21.7363132235,21.6647788882,,false,Estrilda erythronotos,Aves
25834,false,research,false,-21.7363132235,21.6647788882,,false,Prinia flavicans,Aves
25835,true,research,false,-21.7363132235,21.6647788882,,false,Pytilia melba,Aves
25836,false,research,false,-21.7363132235,21.6647788882,,false,Granatina granatina,Aves
25837,false,research,false,-21.7363132235,21.6647788882,,false,Ploceus velatus,Aves
25838,false,research,false,-21.7363132235,21.6647788882,,false,Amadina erythrocephala,Aves
25839,false,research,false,-21.7363132235,21.6647788882,,false,Pycnonotus nigricans,Aves
25843,true,research,false,-22.1094329,22.30777144,3123,false,Phoenicopterus roseus,Aves
25846,false,research,false,-22.4027760715,22.0289611816,,false,Granatina granatina,Aves
25847,false,research,false,-21.50696584,21.41520202,,false,Hieraaetus wahlbergi,Aves
25897,,research,false,-22.4027959097,21.8437385559,,false,Quelea quelea,Aves
25902,,research,false,-22.5158177175,21.8386638165,,false,Quelea quelea,Aves
25905,false,research,false,-21.736300766,21.6586875916,,false,Myrmecocichla formicivora,Aves
25922,,research,false,-21.3274368023,23.3390808105,25000,false,Bubo africanus,Aves
25927,false,research,false,-21.3274368023,23.3390808105,,false,Vidua regia,Aves
25930,,research,false,-21.3274368023,23.3390808105,,false,Eupodotis afraoides,Aves
25937,,research,false,-21.739270602,21.678686142,,false,Turdoides bicolor,Aves
25938,,research,false,-22.6525120884,21.8808174133,,false,Quelea quelea,Aves
25939,,research,false,-21.7408053255,21.6777741909,,false,Tchagra senegalus,Aves
25941,,research,false,-21.736385477,21.664762795,,false,Psophocichla litsitsirupa,Aves
25942,,research,false,-21.7374767487,21.6548037529,,false,Lamprotornis nitens,Aves
25944,,research,false,-21.73614131,21.6707038879,,false,Rhinoptilus chalcopterus,Aves
25945,,research,false,-21.736385477,21.6647493839,,false,Upupa epops africana,Aves
25946,,research,false,-21.7363730195,21.6647601128,,false,Oena capensis,Aves
25947,false,research,false,-21.735982,21.660426,402,false,Lanius collurio,Aves
25948,false,research,false,-21.736385477,21.6647654772,,false,Streptopelia senegalensis,Aves
25950,,research,false,-21.7396318615,21.6790750623,,false,Rhinopomastus cyanomelas,Aves
26130,false,research,false,-21.7360217179,21.6706609726,,false,Smutsornis africanus,Aves
26131,true,research,false,-21.7385630292,21.6783642769,,false,Ardea cinerea,Aves
26133,false,research,false,-21.7364602219,21.6650015116,,false,Eupodotis ruficrista,Aves
26282,true,research,false,-22.54977115,21.86223507,,false,Leptoptilos crumenifer,Aves
26285,false,research,false,-22.5643038173,21.1393475533,,false,Ciconia abdimii,Aves
26304,false,research,false,-21.736171208,21.6707789898,,false,Cercotrichas paena,Aves
26306,false,research,false,-21.7385132,21.6782033443,,false,Actitis hypoleucos,Aves
26307,false,research,false,-21.7329521524,21.670832634,,false,Coracias caudatus,Aves
26312,,research,false,-21.7385132,21.6782033443,,false,Gallinula chloropus meridionalis,Aves
26315,false,research,false,-21.736221038,21.6720557213,,false,Tockus leucomelas,Aves
26318,false,research,false,-21.736380494,21.6749095917,,false,Plocepasser mahali,Aves
26325,false,research,false,-20.0298895018,23.3971855044,,false,Turdoides jardineii,Aves
26449,,research,false,-19.482776276,23.6357116699,,false,Glaucidium perlatum,Aves
26451,,research,false,-19.5229158361,23.6369562149,,false,Corythaixoides concolor,Aves
26453,false,research,false,-19.5229158361,23.6369562149,,false,Pternistis adspersus,Aves
26471,,research,false,-19.52296,23.63699,,false,Poicephalus meyeri,Aves
29036,false,research,false,-18.8008881099,24.0614318848,,false,Coracias caudatus,Aves
31938,,research,false,-33.9888019491,18.4323549271,,false,Bostrychia hagedash hagedash,Aves
31939,,research,false,-33.9888553238,18.4308743477,,false,Bubo africanus,Aves
31942,false,research,false,-34.1954700922,18.4497624636,,false,Spheniscus demersus,Aves
31943,false,research,false,-34.1954301588,18.450910449,,false,Larus dominicanus,Aves
31944,false,research,false,-34.0136995111,18.5605829507,,true,Haematopus moquini,Aves
31958,false,research,false,-34.2839993867,18.4295654297,,false,Anthobaphes violacea,Aves
32652,,research,false,-33.128897469,18.0023002625,,false,Milvus migrans parasitus,Aves
32815,false,research,false,-33.0965462656,18.0110549927,,false,Chroicocephalus hartlaubii,Aves
32818,true,research,false,-33.0964024559,18.0112266541,,false,Threskiornis aethiopicus aethiopicus,Aves
32828,false,research,false,-33.0971790269,18.0505371094,,false,Struthio camelus,Aves
32829,,research,false,-33.0916667,18.0333333,,false,Bostrychia hagedash hagedash,Aves
33137,false,research,false,-33.0916667,18.0333333,,false,Streptopelia senegalensis,Aves
33144,false,research,false,-32.8768191974,18.6231994629,,false,Melaenornis silens,Aves
34430,,research,false,-22.988738161,14.4717407227,,false,Recurvirostra avosetta,Aves
34449,,research,false,-33.8274514153,18.5349216951,,true,Phalacrocorax capensis,Aves
34451,,research,false,-19.3806683975,14.8501253128,,false,Plocepasser mahali,Aves
34465,,research,false,-19.1789055961,15.9185993671,,false,Ploceus velatus,Aves
34473,,research,false,-19.1566816444,15.9023666382,,false,Ardeotis kori,Aves
34491,,research,false,-19.1497088069,15.8937835693,,false,Pterocles namaqua,Aves
34492,false,research,false,-19.0789908515,15.8285522461,,false,Eupodotis afraoides,Aves
34493,,research,false,-18.9957450493,15.8664035797,,false,Melierax canorus argentior,Aves
34494,,research,false,-19.3832340212,14.8467940092,,false,Melierax canorus,Aves
35056,false,research,false,-20.2939184778,16.9493293762,,false,Vidua regia,Aves
35062,,research,false,-20.2995535722,16.8983459473,,false,Coracias caudatus,Aves
35065,false,research,false,-20.1848793846,15.0402832031,,false,Tockus leucomelas,Aves
35117,false,research,false,-19.9643136988,23.4613037109,,false,Actophilornis africanus,Aves
35119,false,research,false,-19.953987251,23.4812164307,,false,Nettapus auritus,Aves
35121,false,research,false,-19.9317185489,23.5088539124,,false,Haliaeetus vocifer,Aves
35122,false,research,false,-19.9617321503,23.470916748,,false,Coracias caudatus,Aves
35125,false,research,false,-19.9939984695,23.37890625,,false,Tockus leucomelas,Aves
35243,false,research,false,-31.3172159369,19.1965484619,,false,Ploceus capensis,Aves
40941,,research,false,-19.274688,22.853965,,false,Numida meleagris,Aves
42037,false,research,false,-34.372193,18.894317,,false,Spheniscus demersus,Aves
42222,false,research,false,-33.989416,18.428134,,false,Cinnyris chalybeus,Aves
51647,false,research,false,-33.5397492621,26.8872356415,,false,Lophaetus occipitalis,Aves
51872,false,research,false,-19.0189171,16.3463791,102597,false,Numida meleagris,Aves
51877,false,research,false,-19.0218557045,16.2539133432,102597,true,Sagittarius serpentarius,Aves
51883,false,research,false,-19.0189171,16.3463791,102597,false,Eupodotis afraoides,Aves
51884,false,research,false,-20.4641667,16.6527778,6050,false,Tockus leucomelas,Aves
53879,,research,false,-33.5015859984,26.8417447075,,false,Halcyon albiventris albiventris,Aves
